const_id,const_name,party,gender,category,muslim,C&G,G&M,M&C
356,Mau,BSP,M,S.C.,TRUE,FALSE,FALSE,FALSE
357,Belthara Road,BJP,M,S.C.,FALSE,FALSE,FALSE,FALSE
358,Rasara,BSP,M,GEN,FALSE,FALSE,FALSE,FALSE
359,Sikanderpur,BJP,M,GEN,FALSE,FALSE,FALSE,FALSE
360,Phephana,BJP,M,GEN,FALSE,FALSE,FALSE,FALSE
361,Ballia Nagar,BJP,M,GEN,FALSE,FALSE,FALSE,FALSE
362,Bansdih,SP,M,GEN,FALSE,FALSE,FALSE,FALSE
363,Bairia,BJP,M,GEN,FALSE,FALSE,FALSE,FALSE
364,Badlapur,BJP,M,GEN,FALSE,FALSE,FALSE,FALSE
365,Shahganj,SP,M,GEN,FALSE,FALSE,FALSE,FALSE
366,Jaunpur,BJP,M,GEN,FALSE,FALSE,FALSE,FALSE
367,Malhani,SP,M,GEN,FALSE,FALSE,FALSE,FALSE
368,Mungra Badshahpur,BSP,F,GEN,FALSE,FALSE,FALSE,FALSE
369,Machhlishahr S.C.,SP,M,S.C.,FALSE,FALSE,FALSE,FALSE
370,Mariyahu,Apna Dal (Soneylal),M,GEN,FALSE,FALSE,FALSE,FALSE
371,Zafrabad,BJP,M,GEN,FALSE,FALSE,FALSE,FALSE
372,Kerakat S.C.,BJP,M,S.C.,FALSE,FALSE,FALSE,FALSE
373,Jakhanian,Suheldev Bhartiya Samaj Party,M,S.C.,FALSE,FALSE,FALSE,FALSE
374,Saidpur,SP,M,S.C.,FALSE,FALSE,FALSE,FALSE
375,Ghazipur,BJP,F,GEN,FALSE,FALSE,FALSE,FALSE
376,Jangipur,SP,M,GEN,FALSE,FALSE,FALSE,FALSE
377,Zahoorabad,Suheldev Bhartiya Samaj Party,M,GEN,FALSE,FALSE,FALSE,FALSE
378,Mohammadabad,BJP,F,GEN,FALSE,FALSE,FALSE,FALSE
379,Zamania,BJP,F,GEN,FALSE,FALSE,FALSE,FALSE
380,Mughalsarai,BJP,F,GEN,FALSE,FALSE,FALSE,FALSE
381,Sakaldiha,SP,M,GEN,FALSE,FALSE,FALSE,FALSE
382,Saiyadraja,BJP,M,GEN,FALSE,FALSE,FALSE,FALSE
383,Chakia,BJP,M,S.C.,FALSE,FALSE,FALSE,FALSE
384,Pindra,BJP,M,GEN,FALSE,FALSE,FALSE,FALSE
385,Ajagara,Suheldev Bhartiya Samaj Party,M,S.C.,FALSE,FALSE,FALSE,FALSE
386,Shivpur,BJP,M,GEN,FALSE,FALSE,FALSE,FALSE
387,Rohaniya,BJP,M,GEN,FALSE,FALSE,FALSE,FALSE
388,Varanasi North,BJP,M,GEN,FALSE,FALSE,FALSE,FALSE
389,Varanasi South,BJP,M,GEN,FALSE,FALSE,FALSE,FALSE
390,Varanasi Cantt.,BJP,M,GEN,FALSE,FALSE,FALSE,FALSE
391,Sevapuri,Apna Dal (Soneylal),M,GEN,FALSE,FALSE,FALSE,FALSE
392,Bhadohi,BJP,M,GEN,FALSE,FALSE,FALSE,FALSE
393,Gyanpur,Nirbal Indian Shoshit Hamara Aam Dal,M,GEN,FALSE,FALSE,FALSE,FALSE
394,Aurai,BJP,M,S.C.,FALSE,FALSE,FALSE,FALSE
395,Chhanbey,Apna Dal (Soneylal),M,S.C.,FALSE,FALSE,FALSE,FALSE
396,Mirzapur,BJP,M,GEN,FALSE,FALSE,FALSE,FALSE
397,Majhawan,BJP,F,GEN,FALSE,FALSE,FALSE,FALSE
398,Chunar,BJP,M,GEN,FALSE,FALSE,FALSE,FALSE
399,Marihan,BJP,M,GEN,FALSE,FALSE,FALSE,FALSE
400,Ghorawal,BJP,M,GEN,FALSE,FALSE,FALSE,FALSE
401,Robertsganj,BJP,M,GEN,FALSE,FALSE,FALSE,FALSE
402,Obra,BJP,M,GEN,FALSE,FALSE,FALSE,FALSE
403,Duddhi,Apna Dal (Soneylal),M,GEN,FALSE,FALSE,FALSE,FALSE
