const_id,const_name,category,gender,party,muslim,C&G,G&M,M&C
363,Khurja,GEN,M,BSP,FALSE,FALSE,FALSE,FALSE
364,Debai,GEN,M,BSP,FALSE,FALSE,FALSE,FALSE
365,Anupshahr,GEN,M,BSP,FALSE,FALSE,FALSE,FALSE
366,Siana,GEN,M,BJP,FALSE,FALSE,FALSE,FALSE
367,Agota,GEN,M,BJP,FALSE,FALSE,FALSE,FALSE
368,Bulandshahr,GEN,M,BSP,TRUE,FALSE,FALSE,TRUE
369,Shikarpur,S.C.,M,BSP,FALSE,FALSE,FALSE,FALSE
370,Sikandrabad,GEN,M,BSP,FALSE,FALSE,FALSE,FALSE
371,Dadri,GEN,M,BSP,FALSE,FALSE,FALSE,FALSE
372,Ghaziabad,GEN,M,BJP,FALSE,FALSE,FALSE,FALSE
373,Muradnagar,GEN,M,BSP,FALSE,FALSE,FALSE,FALSE
374,Modinagar,GEN,M,BSP,FALSE,FALSE,FALSE,FALSE
375,Hapur,S.C.,M,BSP,FALSE,FALSE,FALSE,FALSE
376,Garhmukteshwar,GEN,M,SP,FALSE,FALSE,FALSE,FALSE
377,Kithore,GEN,M,SP,TRUE,FALSE,FALSE,TRUE
378,Hastinapur,S.C.,M,BSP,FALSE,FALSE,FALSE,FALSE
379,Sardhana,GEN,M,BSP,FALSE,FALSE,FALSE,FALSE
380,Meerut Cantonment,GEN,M,BJP,FALSE,FALSE,FALSE,FALSE
381,Meerut,GEN,M,UPUDF,TRUE,FALSE,FALSE,TRUE
382,Kharkhauda,GEN,M,BSP,FALSE,FALSE,FALSE,FALSE
383,Siwalkhas,S.C.,M,BSP,FALSE,FALSE,FALSE,FALSE
384,Khekra,GEN,M,RLD,FALSE,FALSE,FALSE,FALSE
385,Baghpat,GEN,M,RLD,FALSE,FALSE,FALSE,FALSE
386,Barnawa,GEN,M,RLD,FALSE,FALSE,FALSE,FALSE
387,Chhaprauli,GEN,M,RLD,FALSE,FALSE,FALSE,FALSE
388,Kandhla,GEN,M,BSP,FALSE,FALSE,FALSE,FALSE
389,Khatauli,GEN,M,BSP,FALSE,FALSE,FALSE,FALSE
390,Jansath,S.C.,M,BSP,FALSE,FALSE,FALSE,FALSE
391,Morna,GEN,F,RLD,TRUE,FALSE,TRUE,TRUE
392,Muzaffarnagar,GEN,M,BJP,FALSE,FALSE,FALSE,FALSE
393,Charthawal,S.C.,M,BSP,FALSE,FALSE,FALSE,FALSE
394,Baghra,GEN,M,INC,FALSE,FALSE,FALSE,FALSE
395,Kairana,GEN,M,BJP,FALSE,FALSE,FALSE,FALSE
396,Thana Bhawan,GEN,M,RLD,TRUE,FALSE,FALSE,TRUE
397,Nakur,GEN,M,BSP,FALSE,FALSE,FALSE,FALSE
398,Sarsawa,GEN,M,BSP,FALSE,FALSE,FALSE,FALSE
399,Nagal,S.C.,M,BSP,FALSE,FALSE,FALSE,FALSE
400,Deoband,GEN,M,BSP,FALSE,FALSE,FALSE,FALSE
401,Harora,S.C.,M,BSP,FALSE,FALSE,FALSE,FALSE
402,Saharanpur,GEN,M,BJP,FALSE,FALSE,FALSE,FALSE
403,Muzaffarabad,GEN,M,IND,FALSE,FALSE,FALSE,FALSE
