candidate_id,state_name,constituency_number,candidate_name_eci,sitting_mla,adr_party,eci_party,education,age,assets_number,liabilities_number,assets_minus_liabilities,criminal_cases,gender
2139,Uttar Pradesh,68,DR. ANITA LODHI RAJPUT,,BJP,Bharatiya Janata Party,Doctorate,45,8286500,0,8286500,0,F
2140,Uttar Pradesh,68,CAHRAN SINGH,,IND,Independent,8th Pass,46,3100000,0,3100000,0,M
2141,Uttar Pradesh,68,DEVENDRA BHARDWAJ,,BSP,Bahujan Samaj Party,Graduate,54,28565631,4791507,23774124,0,M
2142,Uttar Pradesh,68,HARISH KUMAR,,SP,Samajwadi Party,12th Pass,36,13380000,0,13380000,0,M
2143,Uttar Pradesh,68,LAL SINGH,,Republican Sena,Republican Sena,10th Pass,73,620000,0,620000,0,M
2144,Uttar Pradesh,68,NAVRATAN SINGH,,IND,Independent,8th Pass,43,1825000,0,1825000,0,M
2145,Uttar Pradesh,68,SATYAVEER,,RLD,Rashtriya Lok Dal,12th Pass,46,11192678,922000,10270678,0,M
1448,Uttar Pradesh,5,BHUPESHWAR TYAGI,,RLD,Rashtriya Lok Dal,Graduate,62,11052100,0,11052100,0,M
1449,Uttar Pradesh,5,BRIJESH,,BJP,Bharatiya Janata Party,Others,44,10704601,3464892,7239709,0,M
1450,Uttar Pradesh,5,DHARMAVIR,,Bahujan Mukti Party,Bahujan Mukti Party,12th Pass,62,6520000,0,6520000,0,M
1451,Uttar Pradesh,5,MAJID ALI,,BSP,Bahujan Samaj Party,Literate,50,313141134,100139451,213001683,0,M
1452,Uttar Pradesh,5,MAVIA ALI,Y,SP,Samajwadi Party,12th Pass,46,4374452,0,4374452,2,M
1453,Uttar Pradesh,5,RAKESH VERMA,,Bhartiya Tarak Samaj Party,Bhartiya Tarak Samaj Party,8th Pass,37,289092,0,289092,0,M
1454,Uttar Pradesh,5,UMAR NAWAZ,,IND,Independent,Graduate,40,1506296,0,1506296,0,M
1455,Uttar Pradesh,5,ZAHIR FATMA,,IND,Independent,10th Pass,40,4374452,1700,4372752,0,M
6051,Uttar Pradesh,337,ABHAY NATH TRIPATHI,,BSP,Bahujan Samaj Party,Post Graduate,48,14750201,2521459,12228742,0,M
6052,Uttar Pradesh,337,BAKRIDAN,,IND,Independent,8th Pass,43,205000,0,205000,0,M
6053,Uttar Pradesh,337,J.P. JAISWAL,,SP,Samajwadi Party,Graduate,54,116501454,7500000,109001454,1,M
6050,Uttar Pradesh,337,JANMEJAI SINGH,,BJP,Bharatiya Janata Party,10th Pass,72,100254114,4893289,95360825,0,M
6046,Uttar Pradesh,337,KRISHNA,,RLD,Rashtriya Lok Dal,Doctorate,53,80994127,0,80994127,0,F
6045,Uttar Pradesh,337,MANNU TIWARI,,IND,Independent,12th Pass,37,7321500,0,7321500,0,M
6047,Uttar Pradesh,337,NITYANAND PANDEY,,IND,Independent,Post Graduate,57,25681611,0,25681611,0,M
6048,Uttar Pradesh,337,NARENDRA MANI TRIPATHI,,Lok Dal,Lok Dal,Graduate Professional,43,16726986,0,16726986,0,M
6049,Uttar Pradesh,337,PUSHPENDRA VERMA,,Jan Adhikar Party,Jan Adhikar Party,Post Graduate,38,269712,0,269712,0,M
6057,Uttar Pradesh,337,RAJU CHAUHAN,,Moderate Party,Moderate Party,Literate,35,431500,0,431500,1,M
6058,Uttar Pradesh,337,RAKESH KUMAR PATHAK,,CPI,Communist Party of India,Post Graduate,41,1782046,0,1782046,0,M
6059,Uttar Pradesh,337,SANJAY KUMAR VISWAKARMA,,Mahakranti Dal,Mahakranti Dal,10th Pass,43,73000,0,73000,0,M
6054,Uttar Pradesh,337,UDAI BHAN NISHAD,,Bhartiya Sarvjan Party,Bhartiya Sarvjan Party,Graduate Professional,43,16726986,0,16726986,0,M
6056,Uttar Pradesh,337,VIJAY JUAATHA,,IND,Independent,Graduate,49,3311500,0,3311500,2,M
6055,Uttar Pradesh,337,VIJAY PRATAP YADAV,,Peace Party,Peace Party,Graduate,40,24349352,451570,23897782,0,M
1639,Uttar Pradesh,20,ASHOK KUMAR RANA,,BJP,Bharatiya Janata Party,12th Pass,57,62753223,11038871,51714352,8,M
1640,Uttar Pradesh,20,BHOOPENDRA KUMAR,,Akhand Samaj Party,Akhand Samaj Party,Post Graduate,45,3379000,400000,2979000,0,M
1641,Uttar Pradesh,20,FIRASAT,,Ambedkar National Congress,Ambedkar National Congress,Literate,,4573000,0,4573000,1,M
1642,Uttar Pradesh,20,KAMPI,,Bharatiya Momin Front,Bharatiya Momin Front,Graduate,32,213000,0,213000,0,F
1643,Uttar Pradesh,20,LAXMAN,,IND,Independent,Post Graduate,56,1598708,0,1598708,0,M
1644,Uttar Pradesh,20,MOHD. DANISH,,IND,Independent,10th Pass,34,11716664,1520384,10196280,0,M
1645,Uttar Pradesh,20,MUHAMMAD GHAZI,,BSP,Bahujan Samaj Party,8th Pass,41,19139285,3451418,15687867,0,M
1646,Uttar Pradesh,20,NAIMUDDIN,,RLD,Rashtriya Lok Dal,Graduate,,5170000,0,5170000,0,M
1647,Uttar Pradesh,20,THA. MOOL CHAND CHAUHAN,Y,SP,Samajwadi Party,Post Graduate,65,37877739,2089361,35788378,2,M
1837,Uttar Pradesh,39,JAGRAM SINGH,,SP,Samajwadi Party,Graduate,58,8530501,0,8530501,1,M
1838,Uttar Pradesh,39,KAPIL CHANDRA,,RLD,Rashtriya Lok Dal,12th Pass,36,22578864,0,22578864,0,M
1839,Uttar Pradesh,39,RAJEEV KUMAR,,BJP,Bharatiya Janata Party,Post Graduate,36,10834395,2412573,8421822,0,M
1840,Uttar Pradesh,39,SANJEEV LAL,,BSP,Bahujan Samaj Party,Graduate Professional,54,174319227,1824936,172494291,0,M
5240,Uttar Pradesh,314,AJAY KUMAR,,IND,Independent,10th Pass,36,371496,0,371496,0,M
5241,Uttar Pradesh,314,ALGOO PRASAD,,SP,Samajwadi Party,12th Pass,46,11370329,0,11370329,1,M
5242,Uttar Pradesh,314,BANTI LAL,,IND,Independent,Graduate,35,1202528,0,1202528,0,M
5243,Uttar Pradesh,314,DHARM DAS,,Bharatiya Subhash Sena,Bharatiya Subhash Sena,10th Pass,49,286500,0,286500,0,M
5244,Uttar Pradesh,314,JOKHOO PRASAD,,Bahujan Mukti Party,Bahujan Mukti Party,Post Graduate,49,2672417,721607,1950810,0,M
5245,Uttar Pradesh,314,LOTAN ALIAS LAUTAN PRASAD,,Shoshit Samaj Party,Shoshit Samaj Party,Graduate,58,655400,0,655400,0,M
5246,Uttar Pradesh,314,NEEL MANI,,BSP,Bahujan Samaj Party,Post Graduate,42,6916471,2556525,4359946,0,M
5247,Uttar Pradesh,314,SHRI RAM CHAUHAN,,BJP,Bharatiya Janata Party,Post Graduate,59,11195708,76000,11119708,1,M
2962,Uttar Pradesh,141,ANUJ KUMAR,,Lok Dal,Lok Dal,Graduate,47,797585,0,797585,0,M
2963,Uttar Pradesh,141,AWASTHI BALA PRASAD,,BJP,Bharatiya Janata Party,Graduate Professional,67,22232559,493119,21739440,0,M
2964,Uttar Pradesh,141,KAPIL KUMAR KATIYAR ADVOCATE,,SHS,Shivsena,Graduate Professional,34,730067,0,730067,0,M
2965,Uttar Pradesh,141,SHAMSHER,,IND,Independent,Illiterate,57,10730424,1078044,9652380,0,M
2966,Uttar Pradesh,141,SHAMSHER BAHADUR,Y,BSP,Bahujan Samaj Party,Graduate Professional,50,19583191,3532734,16050457,0,M
2967,Uttar Pradesh,141,SUNEEL KUMAR,,Peace Party,Peace Party,8th Pass,39,912580,0,912580,0,M
2968,Uttar Pradesh,141,SURESH,,Bharatiya Subhash Sena,Bharatiya Subhash Sena,Not Given,49,9303000,168000,9135000,0,M
2969,Uttar Pradesh,141,YESHPAL SINGH CHAUDHARI,,SP,Samajwadi Party,Graduate,59,42563627,16300000,26263627,0,M
2031,Uttar Pradesh,58,AAASLAM CHOUDHARY,,BSP,Bahujan Samaj Party,8th Pass,49,53400236,1184304,52215932,10,M
2032,Uttar Pradesh,58,DHARMESH SINGH TOMAR,Y,SP,Samajwadi Party,Post Graduate,50,54974659,0,54974659,0,M
2033,Uttar Pradesh,58,KULDEEP,,IND,Independent,Graduate Professional,35,"4,29,672",0,429672,0,M
2034,Uttar Pradesh,58,LALIT MOHAN SAXENA,,Peace Party,Peace Party,8th Pass,48,2170000,0,2170000,1,M
2035,Uttar Pradesh,58,MUKESH KUMAR,,Swatantra Jantaraj Party,Swatantra Jantaraj Party,Graduate,40,154237,181108,-26871,0,M
2036,Uttar Pradesh,58,NAGENDAR SINGH URF NAGAN,,RLD,Rashtriya Lok Dal,12th Pass,45,458700,0,458700,0,M
2037,Uttar Pradesh,58,RAJESH GIRI,,Sarvodaya Bharat Party,Sarvodaya Bharat Party,10th Pass,58,1030000,755895,274105,0,M
2038,Uttar Pradesh,58,RAMESH CHAND TOMER,,BJP,Bharatiya Janata Party,Doctorate,68,102436820,6400632,96036188,4,M
2039,Uttar Pradesh,58,SHAHID,,National Lokmat Party,National Lokmat Party,5th Pass,50,4522000,0,4522000,0,M
2040,Uttar Pradesh,58,SURESH CHAND SHISHODIA,,SHS,Shivsena,Graduate,54,7379499,76710,7302789,0,M
2041,Uttar Pradesh,58,VIRENDRA,,Rashtravadi Pratap Sena,Rashtravadi Pratap Sena,12th Pass,48,3635646,2190000,1445646,1,M
3528,Uttar Pradesh,203,ARVIND SHARMA,,Lok Dal,Lok Dal,Post Graduate,40,2786160,0,2786160,0,M
3529,Uttar Pradesh,203,ATAR SINGH KUSHWAHA,,CPI,Communist Party of India,Graduate,54,4380000,0,4380000,0,M
3530,Uttar Pradesh,203,BALVEER SINGH,,IND,Independent,Graduate,70,375000,0,375000,0,M
3531,Uttar Pradesh,203,LAKHAN SINGH,,BJP,Bharatiya Janata Party,Graduate Professional,60,14243269,0,14243269,0,M
3532,Uttar Pradesh,203,MAHENDRA PRATAP SINGH,,IND,Independent,12th Pass,39,205600,0,205600,0,M
3533,Uttar Pradesh,203,MUKESH KUMAR,,IND,Independent,Graduate,45,5256600,350000,4906600,0,M
3534,Uttar Pradesh,203,PRADEEP KUMAR YADAV,Y,SP,Samajwadi Party,Graduate Professional,59,34747006,2824047,31922959,0,M
3535,Uttar Pradesh,203,RAJNI,,IND,Independent,5th Pass,52,642000,0,642000,0,F
3536,Uttar Pradesh,203,RAM KUMAR AWASTHI,,BSP,Bahujan Samaj Party,Graduate,46,69629549,2136350,67493199,0,M
3537,Uttar Pradesh,203,SARNAAM,,IND,Independent,Post Graduate,43,2283000,0,2283000,0,M
3538,Uttar Pradesh,203,SHANDHYA DEVI,,IND,Independent,Post Graduate,43,69629549,2136350,67493199,0,F
3539,Uttar Pradesh,203,VAADSHAH RAJPUT,,Nirbal Indian Shoshit Hamara Aam Dal,Nirbal Indian Shoshit Hamara Aam Dal,Post Graduate,42,57539600,1800000,55739600,0,M
3540,Uttar Pradesh,203,VEDNARAYAN BATHAM,,Jan Adhikar Manch,Jan Adhikar Manch,12th Pass,57,642000,0,642000,0,M
3541,Uttar Pradesh,203,YOGESH PRATAP SINGH,,Bahujan Mukti Party,Bahujan Mukti Party,Post Graduate,27,2435000,0,2435000,0,M
6071,Uttar Pradesh,350,ADIL SHAIKH,,SP,Samajwadi Party,12th Pass,41,21528120,0,21528120,0,M
6068,Uttar Pradesh,350,ARCHANA,,IND,Independent,Post Graduate,36,11379436,0,11379436,0,F
6065,Uttar Pradesh,350,JASHWANT,,Mahakranti Dal,Mahakranti Dal,12th Pass,46,4650000,0,4650000,0,M
6062,Uttar Pradesh,350,JITENDRA KUMAR,,Bahujan Mukti Party,Bahujan Mukti Party,10th Pass,36,237000,0,237000,0,M
6061,Uttar Pradesh,350,KRISHNA KANT YADAV,,AIFB,All India Forward Bloc,Graduate,35,743000,19200,723800,0,M
6067,Uttar Pradesh,350,KRISHNA MURARI,,BJP,Bharatiya Janata Party,Graduate Professional,54,24924985,4835275,20089710,0,M
6060,Uttar Pradesh,350,NARENDRA,,Lok Dal,Lok Dal,Literate,49,115000,0,115000,0,M
6069,Uttar Pradesh,350,RAM SINGH,,RLD,Rashtriya Lok Dal,10th Pass,49,445000,0,445000,0,M
6072,Uttar Pradesh,350,RANVIJAY,,Nirbal Indian Shoshit Hamara Aam Dal,Nirbal Indian Shoshit Hamara Aam Dal,Graduate,54,1309000,0,1309000,0,M
6070,Uttar Pradesh,350,RIZVAN,,Bhartiya Sarvodaya Party,Bhartiya Sarvodaya Party,Literate,32,198000,0,198000,1,M
6063,Uttar Pradesh,350,SHIVBACHAN,,IND,Independent,Graduate,58,2226393,0,2226393,0,M
6066,Uttar Pradesh,350,SUKHDEV RAJBHAR,,BSP,Bahujan Samaj Party,Graduate Professional,74,21104514,0,21104514,0,M
6064,Uttar Pradesh,350,SUKHNAYAN,,Jan Shakti Ekta Party,Jan Shakti Ekta Party,10th Pass,38,1265000,0,1265000,0,M
5248,Uttar Pradesh,306,ASHOK KUMAR SINGH,,Peace Party,Peace Party,Graduate Professional,49,12710000,3500000,9210000,1,M
5249,Uttar Pradesh,306,GANESH DATT,,IND,Independent,8th Pass,46,2966161,0,2966161,0,M
5250,Uttar Pradesh,306,MANGAL PRASAD,,Bahujan Mukti Party,Bahujan Mukti Party,Literate,41,44000,0,44000,0,M
5251,Uttar Pradesh,306,RAGHVENDRA PRATAP SINGH,,BJP,Bharatiya Janata Party,Graduate,50,58893920,455515,58438405,1,M
5252,Uttar Pradesh,306,RAM BILAS,,IND,Independent,10th Pass,56,1340000,0,1340000,0,M
5253,Uttar Pradesh,306,RAM KUMAR URF CHINKU YADAV,,SP,Samajwadi Party,12th Pass,33,21299899,1764008,19535891,0,M
5254,Uttar Pradesh,306,RAM BILAS,,RPI(A),Republican Party of India (A),Literate,37,135000,0,135000,0,M
5255,Uttar Pradesh,306,SAIYADA KHATOON,,BSP,Bahujan Samaj Party,Post Graduate,43,18868594,1294590,17574004,0,F
6707,Uttar Pradesh,403,AMAR SINGH,,Bhartiya Rashtriya Jansatta,Bhartiya Rashtriya Jansatta,12th Pass,35,534000,14000,520000,0,M
6708,Uttar Pradesh,403,ANIL KUMAR SINGH,,INC,Indian National Congress,12th Pass,33,800000,0,800000,0,M
6709,Uttar Pradesh,403,ASHARFI,,Gondvana Gantantra Party,Gondvana Gantantra Party,Graduate Professional,53,587000,0,587000,0,M
6710,Uttar Pradesh,403,HAR IRAM,,Apna Dal (Soneylal),Apna Dal (Soneylal),10th Pass,51,10624000,1600000,9024000,12,M
6711,Uttar Pradesh,403,PRATOSH KUMAR,,IND,Independent,Literate,55,155300,0,155300,0,M
6712,Uttar Pradesh,403,SHIVKUMAR KHARWAR,,RLD,Rashtriya Lok Dal,8th Pass,44,782700,0,782700,0,M
6713,Uttar Pradesh,403,VIGAN RAM,,CPI(ML)(L),Communist Party of India (Marxist-Leninist) (Liberation),10th Pass,49,185700,0,185700,0,M
6714,Uttar Pradesh,403,VIJAY SINGH GOND,,BSP,Bahujan Samaj Party,Graduate,61,18212097,0,18212097,1,M
2568,Uttar Pradesh,104,ASHISH KUMAR YADAV,Y,Lok Dal,Lok Dal,12th Pass,32,44165602,0,44165602,0,M
2569,Uttar Pradesh,104,GAJENDRA SINGH CHAUHAN URF BABLOO,,BSP,Bahujan Samaj Party,Graduate Professional,47,31329080,5733969,25595111,2,M
2570,Uttar Pradesh,104,JUGENDRA SINGH YADAV,,SP,Samajwadi Party,Graduate,47,187633498,3222665,184410833,7,M
2571,Uttar Pradesh,104,MANOJ KUMAR,,IND,Independent,Post Graduate,48,2255000,0,2255000,0,M
2572,Uttar Pradesh,104,OMENDRA SINGH,,IND,Independent,Post Graduate,46,4711247,0,4711247,0,M
2573,Uttar Pradesh,104,PRADEEP KUMAR,,Jan Adhikar Party,Jan Adhikar Party,12th Pass,28,2127700,0,2127700,1,M
2574,Uttar Pradesh,104,RAJARAM,,CPI(M),Communist Party of India (Marxist),Graduate,49,5398558,0,5398558,0,M
2575,Uttar Pradesh,104,RAJESH KUMAR,,Voters Party International,Voters Party International,Doctorate,39,4047000,0,4047000,0,M
2576,Uttar Pradesh,104,RAJESH KUMAR,,IND,Independent,8th Pass,27,4686643,674500,4012143,0,M
2577,Uttar Pradesh,104,SUKHVENDRA SINGH,,IND,Independent,Graduate,28,8523000,0,8523000,0,M
2578,Uttar Pradesh,104,SUNEET CHAUHAN,,IND,Independent,Post Graduate,27,22000,0,22000,0,M
2579,Uttar Pradesh,104,VIPIN KUMAR DAVID,,BJP,Bharatiya Janata Party,Graduate,46,108261476,"61,87,625",102073851,0,M
2580,Uttar Pradesh,104,YOGENDRAPAL SINGH,,IND,Independent,Literate,46,150000,0,150000,0,M
3490,Uttar Pradesh,200,AMAR SINGH,,CPI(M),Communist Party of India (Marxist),12th Pass,58,2277540,0,2277540,0,M
3491,Uttar Pradesh,200,AMAR SINGH URF SANJAY TOMAR,,Vikas Party,Vikas Party,Not Given,40,8619000,40000,8579000,0,M
3492,Uttar Pradesh,200,ANIL KUMAR,,IND,Independent,Post Graduate,53,7606012,278639,7327373,0,M
3493,Uttar Pradesh,200,ASHISH SINGH,,Lok Dal,Lok Dal,10th Pass,47,14508015,1000000,13508015,1,M
3494,Uttar Pradesh,200,BRAJRAM RATHAUR,,Lok Raksha Party,Lok Raksha Party,12th Pass,53,1065000,0,1065000,0,M
3495,Uttar Pradesh,200,DEEPAK S. DSOUZA,,Bahujan Mukti Party,Bahujan Mukti Party,Literate,43,757640,0,757640,0,M
3496,Uttar Pradesh,200,HARENDRA KUMAR,,Swatantra Jantaraj Party,Swatantra Jantaraj Party,8th Pass,39,90800,0,90800,0,M
3497,Uttar Pradesh,200,KULDEEP GUPTA 'SANTU',,SP,Samajwadi Party,10th Pass,45,34135439,4976367,29159072,1,M
3498,Uttar Pradesh,200,MANISH KUMAR BAJPAI,,IND,Independent,12th Pass,30,60000,0,60000,0,M
3499,Uttar Pradesh,200,MANOJ KUMAR RAJPUT,,Jan Adhikar Manch,Jan Adhikar Manch,8th Pass,26,1539000,0,1539000,0,M
3500,Uttar Pradesh,200,NARENDRA NATH CHATURVEDI URF BALLU CHOUDHRI,,BSP,Bahujan Samaj Party,Graduate Professional,66,23110000,0,23110000,0,M
3501,Uttar Pradesh,200,PRADEEP SAXENA,,IND,Independent,8th Pass,38,471500,0,471500,0,M
3502,Uttar Pradesh,200,RAJBAHADUR,,Rashtriya Shoshit Samaj Party,Rashtriya Shoshit Samaj Party,Graduate,43,12129000,0,12129000,0,M
3503,Uttar Pradesh,200,RAVINDRA SINGH,,Bharatiya Subhash Sena,Bharatiya Subhash Sena,5th Pass,40,3441000,0,3441000,0,M
3504,Uttar Pradesh,200,SARITA BHADAURIYA,,BJP,Bharatiya Janata Party,Graduate,50,24301448,1650000,22651448,1,F
3505,Uttar Pradesh,200,SATENDRA SINGH,,Peace Party,Peace Party,8th Pass,29,6787991,0,6787991,0,M
3506,Uttar Pradesh,200,SHYAM SINGH,,Bhartiya Navodaya Party,Bhartiya Navodaya Party,Graduate Professional,27,53000,0,53000,0,M
3507,Uttar Pradesh,200,SUKHRANI,,Manav Hit Party,Manav Hit Party,8th Pass,43,4707804,0,4707804,0,F
3508,Uttar Pradesh,200,UPDESH KUMAR,,Nasha Mukt Bharat Party,Nasha Mukt Bharat Party,12th Pass,38,9048292,100000,8948292,0,M
3509,Uttar Pradesh,200,VIJENDRA SINGH CHAUHAN,,Rashtriya Janadhikar Party,Rashtriya Janadhikar Party,Post Graduate,37,2921400,0,2921400,0,M
3510,Uttar Pradesh,200,VIKAS BABU,,IND,Independent,8th Pass,26,92000,0,92000,0,M
2343,Uttar Pradesh,86,ATAL BIHARI,,Rashtriya Krantikari Samajwadi Party,Rashtriya Krantikari Samajwadi Party,12th Pass,43,2293000,0,2293000,0,M
2344,Uttar Pradesh,86,DR. DHARMPAL SINGH,Y,BSP,Bahujan Samaj Party,Doctorate,53,34067463,3057619,31009844,0,M
2345,Uttar Pradesh,86,GAURAV,,Rashtriya Lok Samta Party,Rashtriya Lok Samta Party,Graduate,33,1125000,0,1125000,0,M
2346,Uttar Pradesh,86,LAKHAN KUMAR JATAV,,IND,Independent,Graduate Professional,27,340000,0,340000,0,M
2347,Uttar Pradesh,86,MAHENDRA SINGH,,Bhartiya Sarvodaya Party,Bhartiya Sarvodaya Party,Literate,36,390000,0,390000,0,M
2348,Uttar Pradesh,86,MALKHAN SINGH JATAV,,Republican Party of India Ektavadi,Republican Party of India Ektavadi,Graduate Professional,30,"3,36,000",0,336000,0,M
2349,Uttar Pradesh,86,NARENDRA BAGHEL,,RLD,Rashtriya Lok Dal,Literate,44,17447649,1280000,16167649,1,M
2350,Uttar Pradesh,86,NAVEEN KUMAR,,IND,Independent,Post Graduate,42,4888000,745000,4143000,1,M
2351,Uttar Pradesh,86,PREMCHAND,,IND,Independent,Literate,36,1200000,0,1200000,2,M
2352,Uttar Pradesh,86,RAJBETI,,SP,Samajwadi Party,8th Pass,53,67448305,28710000,38738305,0,F
2353,Uttar Pradesh,86,RAJESH KUMAR KASHYAP,,Nirbal Indian Shoshit Hamara Aam Dal,Nirbal Indian Shoshit Hamara Aam Dal,10th Pass,52,3563602,6000000,-2436398,0,M
2354,Uttar Pradesh,86,RAM PRATAP SINGH,,BJP,Bharatiya Janata Party,Graduate Professional,50,1860535,460260,1400275,4,M
2355,Uttar Pradesh,86,SUNIL PANKAJ,,Jan Adhikar Manch,Jan Adhikar Manch,Graduate,43,2338000,1600000,738000,0,M
2356,Uttar Pradesh,86,UMESH CHANDRA,,IND,Independent,Post Graduate,43,1829138,0,1829138,0,M
2357,Uttar Pradesh,86,VIJAY SINGH BAGHEL,,Rashtriya Shoshit Samaj Party,Rashtriya Shoshit Samaj Party,12th Pass,62,66810929,0,66810929,0,M
2760,Uttar Pradesh,122,DAULAT RAM,,Peace Party,Peace Party,12th Pass,49,2506000,0,2506000,0,M
2761,Uttar Pradesh,122,DR. SHYAM BIHARI LAL,,BJP,Bharatiya Janata Party,Doctorate,47,23203702,3077733,20125969,0,M
2762,Uttar Pradesh,122,DR. SIYA RAM SAGAR,Y,SP,Samajwadi Party,Others,74,1553000,0,1553000,0,M
2763,Uttar Pradesh,122,POONAM SEN,,RLD,Rashtriya Lok Dal,Post Graduate,45,169998440,20899219,149099221,1,F
2764,Uttar Pradesh,122,SHALINI SINGH,,IND,Independent,Graduate,36,15175124,5109073,10066051,0,F
2765,Uttar Pradesh,122,ULFAT SINGH KATHERIYA,,Jan Seva Sahayak Party,Jan Seva Sahayak Party,Literate,55,127500,0,127500,0,M
2766,Uttar Pradesh,122,VIJAY PAL SINGH,,BSP,Bahujan Samaj Party,Graduate,52,144815268,11000000,133815268,0,M
2767,Uttar Pradesh,122,VIJENDRA PAL,,Lok Dal,Lok Dal,12th Pass,54,3150000,0,3150000,1,M
3401,Uttar Pradesh,194,DEEPAK KUMAR,,IND,Independent,8th Pass,48,1884067,0,1884067,0,M
3402,Uttar Pradesh,194,DHANANJIA,,Bahujan Mukti Party,Bahujan Mukti Party,Post Graduate,46,5405000,0,5405000,0,M
3403,Uttar Pradesh,194,GAURAV KUMAR,,IND,Independent,8th Pass,39,303400,0,303400,1,M
3404,Uttar Pradesh,194,HANSRAM,,IND,Independent,12th Pass,38,1205000,0,1205000,0,M
3405,Uttar Pradesh,194,JANARDAN DUTT,,Poorna Swaraj Manch,Poorna Swaraj Manch,Graduate Professional,40,5275000,0,5275000,0,M
3406,Uttar Pradesh,194,JAYVEER,,RPI,Republican Party of India,8th Pass,35,2760000,0,2760000,0,M
3407,Uttar Pradesh,194,MANOJ AGARWAL,,IND,Independent,Graduate,52,266540545,131833191,134707354,0,M
3408,Uttar Pradesh,194,MANOJ KUMAR,,IND,Independent,10th Pass,27,435000,0,435000,0,M
3409,Uttar Pradesh,194,MEJOR SUNIL DUTT DWIVEDI,,BJP,Bharatiya Janata Party,Graduate Professional,51,17862611,0,17862611,0,M
3410,Uttar Pradesh,194,MOHD. UMAR KHAN,,BSP,Bahujan Samaj Party,Graduate,57,165322871,76913716,88409155,0,M
3411,Uttar Pradesh,194,REHANA KHAN,,IND,Independent,Graduate,59,10408455,0,10408455,0,F
3412,Uttar Pradesh,194,SARVENDRA SINGH,,IND,Independent,10th Pass,53,9434000,1000000,8434000,0,M
3413,Uttar Pradesh,194,SARVESH SHAKYA,,Mahan Dal,Mahan Dal,8th Pass,39,2419253,0,2419253,0,M
3414,Uttar Pradesh,194,SHANTI SWAROOP,,IND,Independent,10th Pass,38,75000,0,75000,0,M
3415,Uttar Pradesh,194,SHYAM SREE,,Bhartiya Shakti Chetna Party,Bhartiya Shakti Chetna Party,8th Pass,41,3159894,1235000,1924894,0,F
3416,Uttar Pradesh,194,SURENDRA KUMAR,,RLD,Rashtriya Lok Dal,Graduate,35,81200,0,81200,0,M
3417,Uttar Pradesh,194,SURESH,,IND,Independent,12th Pass,45,2244500,0,2244500,0,M
3418,Uttar Pradesh,194,VEENA KUREEL,,IND,Independent,Graduate,60,3937000,0,3937000,0,F
3419,Uttar Pradesh,194,VIJAY SINGH,Y,IND,Independent,10th Pass,31,200000,0,200000,0,M
3420,Uttar Pradesh,194,VIJAY SINGH,,SP,Samajwadi Party,8th Pass,61,58865408,1200000,57665408,2,M
2443,Uttar Pradesh,93,JITENDRA VERMA,,BJP,Bharatiya Janata Party,12th Pass,41,26204304,2627000,23577304,0,M
2444,Uttar Pradesh,93,RADHESHYAM KUSHWAH,,Sanyukt Samajwadi Dal,Sanyukt Samajwadi Dal,8th Pass,35,23000,0,23000,0,M
2445,Uttar Pradesh,93,RAJENDRA SINGH,,SP,Samajwadi Party,Post Graduate,59,27569968,5243833,22326135,0,M
2446,Uttar Pradesh,93,RAJENDRA SINGH,,IND,Independent,10th Pass,37,6844000,0,6844000,0,M
2447,Uttar Pradesh,93,RAMESH CHANDRA,,Bharatiya Subhash Sena,Bharatiya Subhash Sena,8th Pass,45,2869000,1000000,1869000,0,M
2448,Uttar Pradesh,93,SHOKHEERAM,,Nirbal Indian Shoshit Hamara Aam Dal,Nirbal Indian Shoshit Hamara Aam Dal,Graduate,56,5612000,0,5612000,0,M
2449,Uttar Pradesh,93,UMESH SHARMA SAITHIYA,,BSP,Bahujan Samaj Party,12th Pass,43,42714393,19083950,23630443,1,M
4608,Uttar Pradesh,240,BABU RAM,,IND,Independent,8th Pass,52,375569,0,375569,0,M
4609,Uttar Pradesh,240,CHANDRA PRAKASH LODHI,,SP,Samajwadi Party,Graduate Professional,48,22220539,0,22220539,0,M
4610,Uttar Pradesh,240,DURGA PRASAD GUPTA,,IND,Independent,8th Pass,48,779000,0,779000,1,M
4611,Uttar Pradesh,240,GANGA PRASAD SINGH LODHI,,IND,Independent,Graduate,63,7937000,0,7937000,1,M
4612,Uttar Pradesh,240,GAYA PRASAD,,CPI(M),Communist Party of India (Marxist),12th Pass,78,3185742,0,3185742,0,M
4613,Uttar Pradesh,240,KAMLESH KUMARI,,Bhartiya Shakti Chetna Party,Bhartiya Shakti Chetna Party,10th Pass,38,2289000,0,2289000,0,F
4614,Uttar Pradesh,240,MO. ANWAR ALI,,IND,Independent,Literate,42,581000,0,581000,0,M
4615,Uttar Pradesh,240,RAJ KUMAR LODHI,,Vikas Insaf Party,Independent,Graduate,38,85000,0,85000,0,M
4616,Uttar Pradesh,240,RAMESH KUMAR GUPTA,,Parivartan Samaj Party,Parivartan Samaj Party,8th Pass,44,791533,0,791533,0,M
4617,Uttar Pradesh,240,SAMEER TRIVEDI,,BSP,Bahujan Samaj Party,Graduate,34,40785187,3089450,37695737,0,M
4618,Uttar Pradesh,240,SAURABH MISHRA,,IND,Independent,Graduate,28,4725146,0,4725146,0,M
