candidate_id,state_name,constituency_number,candidate_name_eci,sitting_mla,adr_party,eci_party,education,age,assets_number,liabilities_number,assets_minus_liabilities,criminal_cases,gender
6365,Uttar Pradesh,360,UPENDRA TIWARI,,BJP,Bharatiya Janata Party,Post Graduate,45,12150033,1095473,11054560,6,M
6364,Uttar Pradesh,360,USHA RAI,,IND,Independent,Graduate,44,7265206,0,7265206,0,F
6374,Uttar Pradesh,349,ABUSHAD QURAISHI,,IND,Independent,12th Pass,50,5346000,2490000,2856000,1,M
6372,Uttar Pradesh,349,ABUL QAIS AZMI,,BSP,Bahujan Samaj Party,10th Pass,34,6963184,0,6963184,0,M
6373,Uttar Pradesh,349,ACHCHELAL,,IND,Independent,Literate,49,336000,0,336000,0,M
6367,Uttar Pradesh,349,ARUN KUMAR YADAV,,BJP,Bharatiya Janata Party,Graduate,32,7893362,0,7893362,3,M
6368,Uttar Pradesh,349,BHANUPRATAP YADAV,,Mahakranti Dal,Mahakranti Dal,10th Pass,0,563598,0,563598,0,M
6369,Uttar Pradesh,349,GHANSHYAM,,IND,Independent,Literate,34,90000,0,90000,0,M
6370,Uttar Pradesh,349,MO. MAJKKIR,,Bahujan Mukti Party,Bahujan Mukti Party,8th Pass,32,428500,0,428500,0,M
6366,Uttar Pradesh,349,NESAR AHAMAD,,IND,Independent,Illiterate,56,1010000,0,1010000,0,M
6378,Uttar Pradesh,349,RAMSINGH YADAV,,RLD,Rashtriya Lok Dal,Graduate,48,550000,0,550000,0,M
6377,Uttar Pradesh,349,RAMSURAT,,Nirbal Indian Shoshit Hamara Aam Dal,Nirbal Indian Shoshit Hamara Aam Dal,Graduate Professional,56,1824500,0,1824500,1,M
6375,Uttar Pradesh,349,RAMAGYA YADAV,,CPI,Communist Party of India,Graduate,54,2905000,60000,2845000,0,M
6371,Uttar Pradesh,349,REETA MAURYA,,Asankhya Samaj Party,Asankhya Samaj Party,Graduate,26,39100,0,39100,0,F
6376,Uttar Pradesh,349,SHYAM BAHADUR SINGH YADAV,,SP,Samajwadi Party,Post Graduate,44,19010089,1710000,17300089,1,M
4899,Uttar Pradesh,256,ANIL KUMAR SHUKLA,,Ambedkar Yug Party,Ambedkar Yug Party,10th Pass,41,2502500,,2502500,0,M
4900,Uttar Pradesh,256,ASHOK KUMAR DUBEY,,Pragatisheel Manav Samaj Party,Pragatisheel Manav Samaj Party,12th Pass,44,1637000,0,1637000,1,M
4901,Uttar Pradesh,256,JAWAHAR LAL,,NCP,Nationalist Congress Party,12th Pass,40,315500,0,315500,0,M
4902,Uttar Pradesh,256,MANJU MAURYA,,Jan Adhikar Manch,Jan Adhikar Manch,12th Pass,53,7098557,693337,6405220,0,F
4903,Uttar Pradesh,256,MANSOOR ALAM,,SP,Samajwadi Party,Graduate Professional,59,12125847,2226857,9898990,1,M
4904,Uttar Pradesh,256,MOHAMMED MASROOR SHAIKH,,BSP,Bahujan Samaj Party,8th Pass,54,324448328,139393730,185054598,0,M
4905,Uttar Pradesh,256,PRAMOD CHANDRA,,RLD,Rashtriya Lok Dal,Graduate Professional,44,80000,0,80000,1,M
4906,Uttar Pradesh,256,PRAVEEN KUMAR SINGH,,BJP,Bharatiya Janata Party,Post Graduate,38,82689156,184299,82504857,0,M
4907,Uttar Pradesh,256,RAM KISHUN SINGH,,IND,Independent,Post Graduate,52,1119717,0,1119717,0,M
4908,Uttar Pradesh,256,SHIV CHANDRA,,IND,Independent,8th Pass,34,2450,0,2450,0,M
4909,Uttar Pradesh,256,TAHSEEN AHAMAD,,Parivartan Samaj Party,Parivartan Samaj Party,10th Pass,42,615000,0,615000,0,M
4910,Uttar Pradesh,256,VINAY KUMAR BHASKAR,,IND,Independent,Graduate Professional,30,820000,0,820000,0,M
4911,Uttar Pradesh,256,VINOD KUMAR,,Pichhravarg Mahapanchayat Party,Pichhravarg Mahapanchayat Party,Graduate,37,7951591,0,7951591,0,M
4912,Uttar Pradesh,256,VINOD KUMAR PANDEY,,Akhil Bharat Hindu Mahasabha,Akhil Bharat Hindu Mahasabha,Graduate Professional,57,62882,0,62882,0,M
2808,Uttar Pradesh,127,ARSHAD KHAN,,BSP,Bahujan Samaj Party,12th Pass,63,6831408,589172,6242236,2,M
2809,Uttar Pradesh,127,BHOOPRAM ALIAS BHAWANI PRASAD,,RLD,Rashtriya Lok Dal,Illiterate,52,1673000,40000,1633000,1,M
2810,Uttar Pradesh,127,CHANDARSEN,,Jan Shakti Ekta Party,Jan Shakti Ekta Party,Literate,25,114000,0,114000,0,M
2811,Uttar Pradesh,127,CHOKHELAL,,Bharatiya Subhash Sena,Bharatiya Subhash Sena,10th Pass,62,4141000,225000,3916000,0,M
2812,Uttar Pradesh,127,MOH YUSUF MALIK,,Rashtriya Kisan Majdoor Party,Rashtriya Kisan Majdoor Party,Not Given,47,700000,0,700000,0,M
2813,Uttar Pradesh,127,MUNESH SINGH,,IND,Independent,8th Pass,44,1428859,0,1428859,0,M
2814,Uttar Pradesh,127,RAJRANI,,IND,Independent,12th Pass,32,532500,0,532500,0,M
2815,Uttar Pradesh,127,RIAZ AHMAD,Y,SP,Samajwadi Party,Post Graduate,58,40911025,2495000,38416025,0,F
2816,Uttar Pradesh,127,SANJAY SINGH GANGWAR,,BJP,Bharatiya Janata Party,Graduate,43,24264912,11078980,13185932,0,M
2817,Uttar Pradesh,127,SHAILENDRA KUMAR GANGWAR,,Jan Adhikar Manch,Jan Adhikar Manch,Post Graduate,36,9884651,231000,9653651,0,M
2818,Uttar Pradesh,127,SHARAD JAISWAL,,IND,Independent,Post Graduate,41,3196000,0,3196000,0,M
2819,Uttar Pradesh,127,VIJAY SINGH GANGWAR,,IND,Independent,Post Graduate,38,6395000,0,6395000,0,M
6931,Uttar Pradesh,384,AJAY RAI,,INC,Indian National Congress,Graduate,47,11141579,0,11141579,0,M
6932,Uttar Pradesh,384,AVADHESH SINGH,,BJP,Bharatiya Janata Party,Doctorate,62,27672434,1803653,25868781,0,M
6933,Uttar Pradesh,384,BABULAL,,BSP,Bahujan Samaj Party,8th Pass,51,322849160,15089204,307759956,0,M
6934,Uttar Pradesh,384,CHIRAG KUMAR PANDEY,,Samajwadi Janata Party (ChandraShekhar),Samajwadi Janata Party (ChandraShekhar),Graduate,33,206500,0,206500,0,M
6935,Uttar Pradesh,384,DEEPAK,,Janvadi Party(Socialist),Janvadi Party(Socialist),10th Pass,36,30000,0,30000,0,M
6936,Uttar Pradesh,384,DHARMENDRA RAJBHAR,,IND,Independent,10th Pass,45,10000,0,10000,0,M
6937,Uttar Pradesh,384,JASWANT,,RPI(A),Republican Party of India (A),8th Pass,49,18600,0,18600,0,M
6938,Uttar Pradesh,384,MUMTAZ,,Mahamukti Dal,Mahamukti Dal,8th Pass,33,3091000,0,3091000,0,F
6939,Uttar Pradesh,384,NARENDRA PANDEY,,SHS,Shivsena,12th Pass,38,3420000,150000,3270000,0,M
6940,Uttar Pradesh,384,SHRIPRAKASH MISHRA,,IND,Independent,Post Graduate,40,202000,0,202000,0,M
6941,Uttar Pradesh,384,SHYAMLAL SINGH,,CPI,Communist Party of India,Post Graduate,66,1356030,0,1356030,1,M
6942,Uttar Pradesh,384,TASAUVAR,,IND,Independent,12th Pass,43,3036000,0,3036000,0,M
6391,Uttar Pradesh,321,ABHIMANYU,,IND,Independent,Graduate,25,196000,0,196000,0,M
6392,Uttar Pradesh,321,AFATAB ALAM URF GUDDU BHAIYA,,BSP,Bahujan Samaj Party,Graduate,35,33650218,10023062,23627156,1,M
6389,Uttar Pradesh,321,AMRENDRA NISHAD,,SP,Samajwadi Party,Graduate,27,13853893,347435,13506458,0,M
6390,Uttar Pradesh,321,ANIL,,NCP,Nationalist Congress Party,Not Given,32,201599,0,201599,0,M
6385,Uttar Pradesh,321,ANITA JAISWAL,,IND,Independent,Graduate,46,241572204,29501036,212071168,0,F
6386,Uttar Pradesh,321,ANUPAMA ARYA,,RLD,Rashtriya Lok Dal,Graduate,51,17637847,458540,17179307,0,F
6387,Uttar Pradesh,321,BAHADUR NISHAD,,Bahujan Mukti Party,Bahujan Mukti Party,Graduate,46,8741000,0,8741000,0,M
6384,Uttar Pradesh,321,BHARAT SINGH,,Rashtriya Janadhar Party,Rashtriya Janadhar Party,8th Pass,51,4215500,90000,4125500,0,M
6383,Uttar Pradesh,321,BHPUENDRA,,IND,Independent,Post Graduate,33,161000,0,161000,0,M
6379,Uttar Pradesh,321,KAMLESH SAHANI,,IND,Independent,Graduate,34,2576500,0,2576500,0,M
6380,Uttar Pradesh,321,KANHAI,,IND,Independent,8th Pass,47,261000,0,261000,0,M
6381,Uttar Pradesh,321,MAHENDRA PAL SINGH,,BJP,Bharatiya Janata Party,Graduate,37,142451747,5057737,137394010,0,M
6388,Uttar Pradesh,321,NAUMI NATH,,Jan Adhikar Party,Jan Adhikar Party,12th Pass,27,64200,0,64200,0,M
6394,Uttar Pradesh,321,RADHESHYAM SEHRA,,IND,Independent,12th Pass,47,852472,0,852472,0,M
6397,Uttar Pradesh,321,RAM SAJEEVAN,,IND,Independent,8th Pass,49,20000,0,20000,0,M
6382,Uttar Pradesh,321,SANGEETA DEVI,,IND,Independent,8th Pass,38,3850000,1500000,2350000,0,M
6395,Uttar Pradesh,321,SATYENDRA,,Samajwadi Jan Parishad,Samajwadi Jan Parishad,Graduate,32,197817,0,197817,0,M
6396,Uttar Pradesh,321,SHIVDATT,,Lok Dal,Lok Dal,8th Pass,55,50000,0,50000,0,M
6393,Uttar Pradesh,321,SURJEET,,Bhartiya Shakti Chetna Party,Bhartiya Shakti Chetna Party,Graduate,46,1009000,0,1009000,0,M
2887,Uttar Pradesh,134,ARUN KUMAR,,Bharatiya Subhash Sena,Bharatiya Subhash Sena,Illiterate,48,2165000,0,2165000,0,M
2888,Uttar Pradesh,134,BANDHU PRASAD,,IND,Independent,Literate,72,1055000,0,1055000,0,M
2889,Uttar Pradesh,134,CHANDRAKALA,,IND,Independent,Post Graduate,35,314511,0,314511,0,F
2890,Uttar Pradesh,134,CHETRAM,,BJP,Bharatiya Janata Party,Graduate Professional,56,13015732,0,13015732,0,M
2891,Uttar Pradesh,134,DHIRENDRA PRASAD,,IND,Independent,Graduate,46,33988881,667947,33320934,0,M
2892,Uttar Pradesh,134,GURBACHAN LAL,,BSP,Bahujan Samaj Party,Post Graduate,64,39244838,612640,38632198,0,M
2893,Uttar Pradesh,134,KANDHAI,,IND,Independent,Literate,53,1050000,0,1050000,0,M
2894,Uttar Pradesh,134,MAHENDRA,,Sarv Sambhaav Party,Sarv Sambhaav Party,10th Pass,46,"2,00,000",0,200000,0,M
2895,Uttar Pradesh,134,RAJNISH,,Rashtriya Janadhar Party,Rashtriya Janadhar Party,10th Pass,42,1170000,0,1170000,0,M
2896,Uttar Pradesh,134,RAKESH KUMAR,,Lok Dal,Lok Dal,8th Pass,31,270000,0,270000,0,M
2897,Uttar Pradesh,134,SHAKUNTLA DEVI,Y,SP,Samajwadi Party,8th Pass,54,39696991,8994027,30702964,0,F
4913,Uttar Pradesh,248,ASHOK TRIPATHI,,BSP,Bahujan Samaj Party,Graduate,43,11142938,8680000,2462938,0,M
4914,Uttar Pradesh,248,ATMA PRAKASH,,SHS,Shivsena,Graduate,38,2577132,0,2577132,0,M
4915,Uttar Pradesh,248,DEEPMALA SHRIVASTAV,,Public Political Party,Public Political Party,Graduate,32,6496668,0,6496668,2,F
4916,Uttar Pradesh,248,DHARMENDRA,,RLD,Rashtriya Lok Dal,Graduate Professional,39,36200000,0,36200000,11,M
4917,Uttar Pradesh,248,IDRAKAR MISHRA,,Independent,Independent,Post Graduate,40,,0,0,0,M
4918,Uttar Pradesh,248,"NAGENDRA SINGH "" MUNNA YADAV""",,SP,Samajwadi Party,Graduate Professional,49,31805874,3900000,27905874,0,M
4919,Uttar Pradesh,248,PARITOSH KUMAR,,IND,Independent,Graduate,25,14300,0,14300,0,M
4920,Uttar Pradesh,248,PRAMOD KUMAR,,IND,Independent,Post Graduate,39,8870268,6225000,2645268,0,M
4921,Uttar Pradesh,248,RAM DAYAL,,Bahujan Mukti Party,Bahujan Mukti Party,Graduate Professional,56,1405000,85000,1320000,0,M
4922,Uttar Pradesh,248,SANGAM LAL GUPTA,,Apna Dal (Soneylal),Apna Dal (Soneylal),8th Pass,45,230298400,4047159,226251241,1,M
4923,Uttar Pradesh,248,SHIV RAM SHUKLA,,IND,Independent,Graduate,65,1586913,0,1586913,0,M
4924,Uttar Pradesh,248,SHRAWAN KUMAR,,IND,Independent,12th Pass,41,2085035,0,2085035,1,M
4925,Uttar Pradesh,248,VINOD KUMAR,,Lok Dal,Lok Dal,Post Graduate,41,22765694,3265047,19500647,0,M
4926,Uttar Pradesh,248,YOGENDRA KUMAR,,IND,Independent,Post Graduate,31,290076,0,290076,0,M
4927,Uttar Pradesh,257,BRIJESH KUMAR,,IND,Independent,Post Graduate,38,14719459,5500000,9219459,0,M
4928,Uttar Pradesh,257,HUSAIN MOHAMMAD HADEES,,Rashtriya Ulama Council,Rashtriya Ulama Council,Graduate,25,900569,140813,759756,0,M
4929,Uttar Pradesh,257,KARAN SINGH,,Apna Dal (Soneylal),Apna Dal (Soneylal),Graduate,33,8903044,0,8903044,0,M
4930,Uttar Pradesh,257,KRISHNA LAL,,IND,Independent,Graduate Professional,36,752256,0,752256,0,M
4931,Uttar Pradesh,257,MANOJ KUMAR,,IND,Independent,Graduate,30,1385132,0,1385132,0,M
4932,Uttar Pradesh,257,MOHD MUJTABA SIDDQUI,,BSP,Bahujan Samaj Party,Graduate Professional,61,34052641,6623552,27429089,0,M
4933,Uttar Pradesh,257,PANKAJ KUMAR SINGH,,IND,Independent,Graduate Professional,41,16927529,0,16927529,0,M
4934,Uttar Pradesh,257,PUSHPRAJ,,Sarv Sambhaav Party,Sarv Sambhaav Party,Graduate,53,3295000,90000,3205000,1,M
4935,Uttar Pradesh,257,RAM KAILASH,,IND,Independent,Post Graduate,39,144893,0,144893,0,M
4936,Uttar Pradesh,257,RATNA DEVI,,IND,Independent,5th Pass,40,2490000,0,2490000,0,F
4937,Uttar Pradesh,257,SAIYYAD WASI AHMAD,,Pragatisheel Samaj Party,Pragatisheel Samaj Party,8th Pass,50,1625000,0,1625000,0,M
4938,Uttar Pradesh,257,SANTOSH KUMAR,,IND,Independent,Graduate,40,14426325,1418577,13007748,0,M
4939,Uttar Pradesh,257,SURESH KUMAR,,RLD,Rashtriya Lok Dal,Graduate,46,1199032,18000,1181032,0,M
4940,Uttar Pradesh,257,VIJAMA YADAV,,SP,Samajwadi Party,Literate,46,15340208,934711,14405497,2,F
2833,Uttar Pradesh,129,AYASHA BEGUM,,RLD,Rashtriya Lok Dal,8th Pass,28,256000,0,256000,0,F
2834,Uttar Pradesh,129,BABU RAM PASWAN,,BJP,Bharatiya Janata Party,Graduate Professional,54,4373780,1000000,3373780,4,M
2835,Uttar Pradesh,129,ER.K.K. ARVIND,,BSP,Bahujan Samaj Party,Others,60,17501139,2000000,15501139,0,M
2836,Uttar Pradesh,129,MAHENDRA KUMAR RAJ,,Bharatiya Subhash Sena,Bharatiya Subhash Sena,10th Pass,43,7868000,400000,7468000,0,M
2837,Uttar Pradesh,129,NATTHO DEVI,,Sarva Samaj Kalyan Party,Sarva Samaj Kalyan Party,Illiterate,44,20000,0,20000,0,F
2838,Uttar Pradesh,129,PEETAM RAM,Y,SP,Samajwadi Party,Literate,55,15063266,0,15063266,0,M
2839,Uttar Pradesh,129,RAMESHWAR DAYAL,,IND,Independent,Post Graduate,55,9556065,0,9556065,0,M
2840,Uttar Pradesh,129,SHYAM BIHARI,,CPI(ML)(L),Communist Party of India (Marxist-Leninist) (Liberation),8th Pass,47,1900000,0,1900000,0,M
1535,Uttar Pradesh,13,AATMARAM,,IND,Independent,12th Pass,61,2326259,0,2326259,1,M
1536,Uttar Pradesh,13,ANIL KUMAR,Y,BSP,Bahujan Samaj Party,12th Pass,42,6392142,0,6392142,0,M
1537,Uttar Pradesh,13,ANIL KUMAR,,Bahujan Mukti Party,Bahujan Mukti Party,Graduate Professional,52,5689600,440000,5249600,0,M
1538,Uttar Pradesh,13,CHOTI,,RLD,Rashtriya Lok Dal,Literate,43,1533945,5519991,-3986046,0,F
1539,Uttar Pradesh,13,DEEPAK KUMAR,,INC,Indian National Congress,Graduate Professional,60,32456900,1530000,30926900,0,M
1540,Uttar Pradesh,13,KAVITA,,Nirbal Indian Shoshit Hamara Aam Dal,Nirbal Indian Shoshit Hamara Aam Dal,10th Pass,30,214000,0,214000,0,F
1541,Uttar Pradesh,13,MANOJ KUMAR,,IND,Independent,5th Pass,33,1023000,0,1023000,0,M
1542,Uttar Pradesh,13,MITVA BHANVAR,,National Lokmat Party,National Lokmat Party,8th Pass,41,201000,0,201000,0,M
1543,Uttar Pradesh,13,PRAMOD UTWAL,,BJP,Bharatiya Janata Party,8th Pass,49,"99,35,502",0,9935502,0,M
1544,Uttar Pradesh,13,UMA KIRAN,,SP,Samajwadi Party,Post Graduate,51,7039043,800000,6239043,0,F
3255,Uttar Pradesh,167,ANIL SINGH,,BSP,Bahujan Samaj Party,12th Pass,37,103774844,26900000,76874844,0,M
3256,Uttar Pradesh,167,BAIJNATH PAL,,IND,Independent,12th Pass,37,5894000,0,5894000,0,M
3257,Uttar Pradesh,167,CHHEDI LAL YADAV,,Lok Dal,Lok Dal,12th Pass,56,18475000,100000,18375000,1,M
3258,Uttar Pradesh,167,CHHABINATH,,RLD,Rashtriya Lok Dal,12th Pass,62,6613600,0,6613600,0,M
3259,Uttar Pradesh,167,DR. RAJENDRA SINGH KUSHWAHA,,Jan Adhikar Manch,Jan Adhikar Manch,Graduate,52,25496956,479165,25017791,6,M
3260,Uttar Pradesh,167,SHIV SHANKAR KUSHWAHA,,Bahujan Mukti Party,Bahujan Mukti Party,Graduate,53,464606,0,464606,1,M
3261,Uttar Pradesh,167,UDAY RAJ,Y,SP,Samajwadi Party,Graduate,57,25828003,2000000,23828003,2,M
3262,Uttar Pradesh,167,UTTAM CHANDRA URF RAKESH LODHI,,BJP,Bharatiya Janata Party,Post Graduate,50,53324744,3692169,49632575,0,M
3263,Uttar Pradesh,167,VINOD KUMAR PAL,,Rashtriya Samaj Paksha,Rashtriya Samaj Paksha,Post Graduate,31,420000,0,420000,0,M
4941,Uttar Pradesh,180,ADITI SINGH,,INC,Indian National Congress,Post Graduate,29,1398456,4490234,-3091778,0,F
4942,Uttar Pradesh,180,ANITA SRIVASTAVA,,BJP,Bharatiya Janata Party,Graduate Professional,40,10989569,898676,10090893,0,F
4943,Uttar Pradesh,180,BHARATI PANDEY,,RLD,Rashtriya Lok Dal,Others,49,4142000,0,4142000,0,F
4944,Uttar Pradesh,180,DINESH KUMAR,,IND,Independent,Graduate Professional,30,160000,0,160000,0,M
4945,Uttar Pradesh,180,JAGDISH PRASAD,,IND,Independent,8th Pass,37,2917000,0,2917000,0,M
4946,Uttar Pradesh,180,MANVENDRA SINGH,,Aajad Bharat Party (Democratic),Aajad Bharat Party (Democratic),12th Pass,32,40500,0,40500,0,M
4947,Uttar Pradesh,180,MHD. SHAHBAZ KHAN,,BSP,Bahujan Samaj Party,Graduate,35,54642570,23937690,30704880,0,M
4948,Uttar Pradesh,180,PIYUSH SHARMA,,IND,Independent,12th Pass,31,131500,0,131500,0,M
4949,Uttar Pradesh,180,RAJESH KUMAR,,Bahujan Mukti Party,Bahujan Mukti Party,10th Pass,44,4419300,92200,4327100,2,M
4950,Uttar Pradesh,180,RAMESH KUMAR,,Justice Party,Justice Party,12th Pass,33,70500,0,70500,0,M
4951,Uttar Pradesh,180,SABIR KHAN,,Samtawadi Republican Party,Samtawadi Republican Party,10th Pass,29,1612041,0,1612041,0,M
4952,Uttar Pradesh,180,SONU LAL,,Manavtawadi Samaj Party,Manavtawadi Samaj Party,12th Pass,26,98800,0,98800,0,M
4953,Uttar Pradesh,180,VISHWA NATH VERMA,,Rashtriya Jan Adhikar Party,Rashtriya Jan Adhikar Party,Post Graduate,61,23787000,3300000,20487000,0,M
3714,Uttar Pradesh,267,AMAR SINGH,,Rashtravyapi Janta Party,Rashtravyapi Janta Party,Graduate,36,100000,0,100000,0,M
3715,Uttar Pradesh,267,ARVINDA KUMAR SINGH 'GOPE',Y,SP,Samajwadi Party,Graduate Professional,51,21311940,0,21311940,1,M
3716,Uttar Pradesh,267,GULAM MUSTAFA,,IND,Independent,Post Graduate,59,5696384,500000,5196384,0,M
3717,Uttar Pradesh,267,HAFEEZ BHARTI,,BSP,Bahujan Samaj Party,12th Pass,52,13228478,1000000,12228478,0,M
3718,Uttar Pradesh,267,JAYNATH,,Manavtawadi Samaj Party,Manavtawadi Samaj Party,Literate,50,540000,0,540000,0,M
3719,Uttar Pradesh,267,MOHD. LAIK,,Nagrik Ekta Party,Nagrik Ekta Party,Not Given,33,140000,0,140000,0,M
3720,Uttar Pradesh,267,PUSHPA SHAHI,,RLD,Rashtriya Lok Dal,Post Graduate,58,2555000,0,2555000,1,F
3721,Uttar Pradesh,267,RAJ LUXMI VERMA,,Peace Party,Peace Party,Graduate Professional,67,9036799,0,9036799,1,F
3722,Uttar Pradesh,267,RAMESH CHANDRA,,Jai Hind Samaj Party,Jai Hind Samaj Party,10th Pass,45,90000,0,90000,0,M
3723,Uttar Pradesh,267,SANDEEP SINGH,,IND,Independent,Post Graduate,48,2752600,0,2752600,0,M
3724,Uttar Pradesh,267,SHAHNAWAZ,,All India Majlis-E-Ittehadul Muslimeen,All India Majlis-E-Ittehadul Muslimeen,5th Pass,29,1027506,0,1027506,1,M
3725,Uttar Pradesh,267,SHARAD KUMAR AWASTHI,,BJP,Bharatiya Janata Party,Post Graduate,49,29141248,2135019,27006229,0,M
3726,Uttar Pradesh,267,SURESH PATHAK,,SHS,Shivsena,Graduate Professional,54,320903,0,320903,0,M
3727,Uttar Pradesh,267,WARIS ALI,,Bahujan Mukti Party,Bahujan Mukti Party,8th Pass,72,2482000,0,2482000,0,M
6403,Uttar Pradesh,335,BUDDHA UPASAK KASHYAP,,Nirbal Indian Shoshit Hamara Aam Dal,Nirbal Indian Shoshit Hamara Aam Dal,Post Graduate,32,2348219,600000,1748219,0,M
6404,Uttar Pradesh,335,CHANDARIKA,,RLD,Rashtriya Lok Dal,12th Pass,55,545000,0,545000,0,M
6398,Uttar Pradesh,335,CHHEDI,,Bhartiya Sarvjan Party,Bhartiya Sarvjan Party,Graduate,47,615000,0,615000,0,M
6399,Uttar Pradesh,335,MADANLAL ALIAS BAGGHA BHAI,,Uttar Pradesh Republican Party,Uttar Pradesh Republican Party,10th Pass,54,10147000,0,10147000,0,M
6402,Uttar Pradesh,335,MAHENDRA PRASAD,,IND,Independent,Literate,64,7093773,0,7093773,3,M
6407,Uttar Pradesh,335,MRITYUNJAI KUMAR,,IND,Independent,Others,33,121000,0,121000,0,M
6405,Uttar Pradesh,335,PURNMASI DEHATI,,SP,Samajwadi Party,10th Pass,59,9625305,2312702,7312603,1,M
6400,Uttar Pradesh,335,RAMANAND BAUDH,,Suheldev Bhartiya Samaj Party,Suheldev Bhartiya Samaj Party,Graduate,47,1195656,0,1195656,0,M
6401,Uttar Pradesh,335,RAMMURAT PASWAN,,IND,Independent,8th Pass,68,95000,0,95000,0,M
6406,Uttar Pradesh,335,SITARAM MORYA,,Bahujan Mukti Party,Bahujan Mukti Party,12th Pass,0,1372000,0,1372000,0,M
6408,Uttar Pradesh,335,VIJAY KUMAR,,BSP,Bahujan Samaj Party,Post Graduate,41,7600000,600000,7000000,0,M
1823,Uttar Pradesh,37,AHMAD ALI,,IND,Independent,Graduate Professional,61,1532667,25000,1507667,0,M
1824,Uttar Pradesh,37,ASIM KHAN,,RLD,Rashtriya Lok Dal,Post Graduate,46,2592000,479915,2112085,0,M
1825,Uttar Pradesh,37,DR. TANVEER AHMAD KHAN,,BSP,Bahujan Samaj Party,Post Graduate,50,40786053,3437007,37349046,5,M
1826,Uttar Pradesh,37,MOHAMMAD AZAM KHAN,Y,SP,Samajwadi Party,Graduate Professional,62,31321262,0,31321262,1,M
1827,Uttar Pradesh,37,MOHD. HANEEF KHAN,,IND,Independent,10th Pass,63,25000,0,25000,0,M
1828,Uttar Pradesh,37,SHIV BAHADUR SAXENA,,BJP,Bharatiya Janata Party,12th Pass,64,"1,90,45,660",1207687,17837973,1,M
6417,Uttar Pradesh,339,ANAND PRAKASH,,CPI,Communist Party of India,Post Graduate,42,1347572,0,1347572,0,M
6410,Uttar Pradesh,339,ANAND PRAKASH SHAHI,,Sarv Sambhaav Party,Sarv Sambhaav Party,Graduate,32,251436,0,251436,0,M
6416,Uttar Pradesh,339,DAROGA YADAV,,IND,Independent,8th Pass,40,9549600,0,9549600,0,M
6412,Uttar Pradesh,339,FASIHA MANZER GHAZALA LARI,,SP,Samajwadi Party,10th Pass,46,78604212,4736613,73867599,0,F
6411,Uttar Pradesh,339,GIRIJESH ALIAS GUDDU SHAHI,,IND,Independent,12th Pass,45,18217324,2980000,15237324,0,M
6409,Uttar Pradesh,339,GIRIJESH YADAV,,IND,Independent,Graduate,39,341000,0,341000,0,M
6414,Uttar Pradesh,339,KAMLESH SHUKLA,,BJP,Bharatiya Janata Party,8th Pass,64,206709607,1328675,205380932,0,M
6415,Uttar Pradesh,339,NATTHU YADAV,,Bahujan Mukti Party,Bahujan Mukti Party,10th Pass,40,100450,0,100450,0,M
6413,Uttar Pradesh,339,RAJEEV KUMAR SINGH,,BSP,Bahujan Samaj Party,Graduate,41,14000000,1200000,12800000,9,M
6419,Uttar Pradesh,339,SANJAY KUSHWAHA,,NCP,Nationalist Congress Party,12th Pass,46,2659000,0,2659000,1,M
6420,Uttar Pradesh,339,SAROJ PANDEY,,RPI(A),Republican Party of India (A),12th Pass,66,46250438,0,46250438,0,M
6421,Uttar Pradesh,339,SHAMBHU SHARAN KUSHWAHA,,IND,Independent,Post Graduate,32,2479282,7868,2471414,0,M
6418,Uttar Pradesh,339,SHIVAJI,,RLD,Rashtriya Lok Dal,8th Pass,54,4758000,0,4758000,0,M
4954,Uttar Pradesh,244,ARADHANA MISHRA MONA,,INC,Indian National Congress,12th Pass,42,323325844,0,323325844,0,F
4955,Uttar Pradesh,244,ARVIND KUMAR,,RLD,Rashtriya Lok Dal,Post Graduate,61,5565842,0,5565842,0,M
4956,Uttar Pradesh,244,ASHOK SINGH,,BSP,Bahujan Samaj Party,Graduate,50,23708334,0,23708334,0,M
4957,Uttar Pradesh,244,DURGESH KUMAR,,Public Political Party,Public Political Party,Graduate,37,1000000,200000,800000,0,M
4958,Uttar Pradesh,244,GYANENDRA SINGH,,SHS,Shivsena,12th Pass,40,3926000,0,3926000,0,M
4959,Uttar Pradesh,244,JAGRAM YADAV,,Akhand Rashtrawadi Party,Akhand Rashtrawadi Party,Post Graduate,43,5642613,0,5642613,0,M
4960,Uttar Pradesh,244,KAMARUDDIN,,CPI,Communist Party of India,10th Pass,66,13515000,0,13515000,1,M
4961,Uttar Pradesh,244,KAMTA PATEL,,IND,Independent,12th Pass,58,833000,0,833000,1,M
4962,Uttar Pradesh,244,NAGESH PRATAP SINGH URF CHHOTE SARKAR,,BJP,Bharatiya Janata Party,Graduate Professional,29,2208339,178405,2029934,5,M
4963,Uttar Pradesh,244,NAGESH SINGH,,Swarajya Party Of India,Swarajya Party Of India,10th Pass,47,394780,0,394780,0,M
4964,Uttar Pradesh,244,NAVEEN PRATAP SINGH,,Independent,Independent,Post Graduate,31,3705000,365000,3340000,1,M
4965,Uttar Pradesh,244,RAVINDRA KUMAR,,Lok Dal,Lok Dal,Graduate,47,2782000,0,2782000,0,M
