const_id,const_name,category,gender,party,muslim,C&G,G&M,M&C
313,Khalilabad,GEN,M,PECP,TRUE,FALSE,FALSE,TRUE
314,Dhanghata,S.C.,M,SP,FALSE,FALSE,FALSE,FALSE
315,Pharenda,GEN,M,BJP,FALSE,FALSE,FALSE,FALSE
316,Nautanwa,GEN,M,INC,FALSE,FALSE,FALSE,FALSE
317,Siswa,GEN,M,SP,FALSE,FALSE,FALSE,FALSE
318,Maharajganj,S.C.,M,SP,FALSE,FALSE,FALSE,FALSE
319,Paniyara,GEN,M,BSP,FALSE,FALSE,FALSE,FALSE
320,Caimpiyarganj,GEN,M,NCP,FALSE,FALSE,FALSE,FALSE
321,Pipraich,GEN,F,SP,FALSE,FALSE,FALSE,FALSE
322,Gorakhpur Urban,GEN,M,BJP,FALSE,FALSE,FALSE,FALSE
323,Gorakhpur Rural,GEN,M,BJP,FALSE,FALSE,FALSE,FALSE
324,Sahajanwa,GEN,M,BSP,FALSE,FALSE,FALSE,FALSE
325,Khajani,S.C.,M,BJP,FALSE,FALSE,FALSE,FALSE
326,Chauri Chaura,GEN,M,BSP,FALSE,FALSE,FALSE,FALSE
327,Bansgaon,S.C.,M,BSP,FALSE,FALSE,FALSE,FALSE
328,Chillupar,GEN,M,BSP,FALSE,FALSE,FALSE,FALSE
329,Khadda,GEN,M,INC,FALSE,FALSE,FALSE,FALSE
330,Padrauna,GEN,M,BSP,FALSE,FALSE,FALSE,FALSE
331,Tamkuhi Raj,GEN,M,INC,FALSE,FALSE,FALSE,FALSE
332,Fazilnagar,GEN,M,BJP,FALSE,FALSE,FALSE,FALSE
333,Kushinagar,GEN,M,SP,FALSE,FALSE,FALSE,FALSE
334,Hata,GEN,M,SP,FALSE,FALSE,FALSE,FALSE
335,Ramkola,S.C.,M,SP,FALSE,FALSE,FALSE,FALSE
336,Rudrapur,GEN,M,INC,FALSE,FALSE,FALSE,FALSE
337,Deoria,GEN,M,BJP,FALSE,FALSE,FALSE,FALSE
338,Pathardeva,GEN,M,SP,TRUE,FALSE,FALSE,TRUE
339,Rampur Karkhana,GEN,F,SP,TRUE,FALSE,TRUE,TRUE
340,Bhatpar Rani,GEN,M,SP,FALSE,FALSE,FALSE,FALSE
341,Salempur,S.C.,M,SP,FALSE,FALSE,FALSE,FALSE
342,Barhaj,GEN,M,SP,FALSE,FALSE,FALSE,FALSE
343,Atraulia,GEN,M,SP,FALSE,FALSE,FALSE,FALSE
344,Gopalpur,GEN,M,SP,TRUE,FALSE,FALSE,TRUE
345,Sagri,GEN,M,SP,FALSE,FALSE,FALSE,FALSE
346,Mubarakpur,GEN,M,BSP,TRUE,FALSE,FALSE,TRUE
347,Azamgarh,GEN,M,SP,FALSE,FALSE,FALSE,FALSE
348,Nizamabad,GEN,M,SP,TRUE,FALSE,FALSE,TRUE
349,Phoolpur Pawai,GEN,M,SP,FALSE,FALSE,FALSE,FALSE
350,Didarganj,GEN,M,SP,TRUE,FALSE,FALSE,TRUE
351,Lalganj,S.C.,M,SP,FALSE,FALSE,FALSE,FALSE
352,Mehnagar,S.C.,M,SP,FALSE,FALSE,FALSE,FALSE
353,Madhuban,GEN,M,BSP,FALSE,FALSE,FALSE,FALSE
354,Ghosi,GEN,M,SP,FALSE,FALSE,FALSE,FALSE
355,Muhammadabad Gohna,S.C.,M,SP,FALSE,FALSE,FALSE,FALSE
356,Mau,GEN,M,QED,TRUE,FALSE,FALSE,TRUE
357,Belthara Road,S.C.,M,SP,FALSE,FALSE,FALSE,FALSE
358,Rasara,GEN,M,BSP,FALSE,FALSE,FALSE,FALSE
359,Sikanderpur,GEN,M,SP,TRUE,FALSE,FALSE,TRUE
360,Phephana,GEN,M,BJP,FALSE,FALSE,FALSE,FALSE
361,Ballia Nagar,GEN,M,SP,FALSE,FALSE,FALSE,FALSE
362,Bansdih,GEN,M,SP,FALSE,FALSE,FALSE,FALSE
